"","Date","Species","notes","Site","Total_time","nFurSeals"
"1357","02-Feb-13","","","CUVE","",NA
"1358","02-Feb-13","","","SPIP","",NA
"1359","03-Feb-13","","","PETE","",NA
"1360","03-Feb-13","","","MOOT","",NA
"1361","03-Feb-13","","","VERN","",NA
"1362","12/13/2013","","","NEKO","01:30:00",NA
"1363","12/13/2011","","","SPTR","02:35:00",NA
"1364","12-Dec-13","","","PETE","03:00:00",NA
"1365","12/13/2013","ES","1 ES in colony area A. LS spotted on nearby ice.","CUVE","05:00:00",NA
"1366","12/26/2009","ESWS","1 mid-sized E seal on the back side of SPIG en route to SELV","SPIP","02:05:00",NA
"1367","12/13/2012","","","SPIP","",NA
"1368","12/13/2012","","","SPIP","",NA
"1369","12-Dec-13","","","ALMI","01:00:00",NA
"1370","12/15/2007","","","SPIP","02:28:00",NA
"1371","12/26/2009","ESWS","1 mid-sized E seal on the back side of SPIG en route to SELV","SPTR","02:05:00",NA
"1372","12-Dec-13","","","WATE","03:00:00",NA
"1373","12/15/2007","","","SPTR","02:28:00",NA
"1374","05-Dec-11","","","SPTR","02:30:00",NA
"1375","12/15/2013","","","BRYS","00:20:00",NA
"1376","12/15/2013","","","BRYE","00:20:00",NA
"1377","12/16/2013","","","PING","02:00:00",NA
"1378","12/16/2013","","","MIKK","01:00:00",NA
"1379","12/16/2013","","","SKOT","00:15:00",NA
"1380","12/17/2013","","","ENTR","01:10:00",NA
"1381","12/17/2013","","","RENI","00:35:00",NA
"1382","12/17/2013","WSES","Young elephant seal was tagged in hind flippers and branded with: A187","RUGG","",NA
"1383","12/21/2013","WS","","PETE","02:40:00",NA
"1384","12/21/2013","","","PCHA","01:30:00",NA
"1385","12/22/2013","","","ONEI","01:45:00",NA
"1386","12/22/2013","","","BENE","01:30:00",NA
"1387","12/23/2013","","","SPIG","02:00:00",NA
"1388","12/23/2013","","","ALMI","01:35:00",NA
"1389","12/23/2013","LS","One Leopard Seal seen by the zodiac drivers and passengers on their way to the station - it was successfully hunting penguins.","DUPT","01:20:00",NA
"1390","12/24/2013","WS","","NEKO","01:30:00",NA
"1391","12/24/2013","","","RONE","00:50:00",NA
"1392","12/24/2013","LS","Observed by zodiacs.","PING","02:20:00",NA
"1393","12/24/2013","","There were several unidentified seals hauled out on the beach along the closest island to shore, but we did not get close enough to ID them.","TETR","00:55:00",NA
"1394","12/25/2013","WSCSLSES","LS = 1WS = 3CS = 12 ES next to colony, several seals at edge of spit","YANK","03:00:00",NA
"1395","12/25/2013","WS","","HALF","01:31:00",NA
"1396","01-Jan-14","","","PCHA","02:25:00",NA
"1397","01-Jan-14","","","YALO","01:45:00",NA
"1398","02-Jan-14","ESWS","also 2 rocks that look very much like seals","PLEN","03:15:00",NA
"1399","02-Jan-14","","","PETE","02:15:00",NA
"1400","04-Jan-14","","","SELV","01:00:00",NA
"1401","03-Jan-14","","","ALMI","00:15:00",NA
"1402","04-Jan-14","","","ORNE","01:20:00",NA
"1403","04-Jan-14","","","NEKO","01:00:00",NA
"1404","05-Jan-14","","","FARE","",NA
"1405","06-Jan-14","WS","1 WS hauled out on rocky spit leading to colony","YANK","03:00:00",NA
"1406","1/13/2014","","","PLEN","02:15:00",NA
"1407","1/13/2014","WS","1 WS hauled out","BRYS","",NA
"1408","1/13/2014","","","BRYE","",NA
"1409","1/14/2014","","","NEKO","",NA
"1410","1/14/2014","","","DANC","02:30:00",NA
"1411","1/15/2014","","","SPIG","02:00:00",NA
"1412","1/16/2014","ES","multiple ES wallows","HANN","02:30:00",NA
"1413","1/16/2014","FSWS","1 FS and some WS reported by staff on rocky spit while we were counting","YANK","02:30:00",1
"1414","1/22/2014","","","DETA","00:45:00",NA
"1415","1/24/2014","CS","8-10 crabeater seals on iceflows around island. ","MOOT","01:10:00",NA
"1416","1/25/2014","","","PLEN","02:15:00",NA
"1417","1/26/2014","","","ALMI","",NA
"1418","1/27/2014","","","SPTR","",NA
"1419","1/27/2014","","","TXRX","",NA
"1420","1/27/2014","","","TUXE","",NA
"1421","1/27/2014","","","SPIP","",NA
"1422","1/28/2014","","","AITC","",NA
"1423","12/13/2013","WS","","JOUG","02:30:00",NA
"1424","11-Dec-13","ES","2 ES lolling about the gentoo colonies","PCHA","03:15:00",NA
"1425","12/13/2013","","","DAMO","02:30:00",NA
"1426","12/13/2013","","","DOBE","00:15:00",NA
"1427","12/14/2013","","","SELV","01:20:00",NA
"1428","12/14/2013","","","SPTR","01:20:00",NA
"1429","12/14/2013","","","DANC","02:45:00",NA
"1430","12/14/2013","WSES","Saw 3 WS and 1 ES (a female or young male that was hauled out in the middle of a colony).","GEOR","03:15:00",NA
"1431","12/15/2013","WS","#WS = 3","HALF","02:30:00",NA
"1432","09-Jan-14","","","TURR","",NA
"1433","12-Jan-14","","","BROW","",NA
"1434","1/20/2014","","","PETE","",NA
"1435","1/22/2014","","","NEKO","",NA
"1436","1/23/2014","","","CUVE","",NA
"1437","02-Feb-14","FS","There were many fur seals around the islands, 23 fur seals on the landing area of Island A, including a blond adult male. 4 fur seals on the landing of Island B. ","TETR","",27
"1438","10-Nov-14","","","STRO","02:00:00",NA
"1439","11-Nov-14","","","GOLD","02:45:00",NA
"1440","11/29/2014","FSES","","STRO","02:30:00",NA
"1441","11/30/2014","","","GOLD","03:00:00",NA
"1442","04-Dec-14","","","AITC","02:15:00",NA
"1443","05-Dec-14","WSFS","","ROBE","03:00:00",NA
"1444","05-Dec-14","WS","","MIKK","03:00:00",NA
"1445","05-Dec-14","","","PING","03:00:00",NA
"1446","06-Dec-14","CSES","","DAMO","02:15:00",NA
"1447","06-Dec-14","WS","","ALMI","01:30:00",NA
"1448","11-Dec-14","","no seals observed","ARDL","03:00:00",0
"1449","12-Dec-14","","","CUVE","02:30:00",NA
"1450","12-Dec-14","","No seals noted. ","BRYE","01:00:00",0
"1451","12/13/2014","WS","","JOUG","02:00:00",NA
"1452","12/13/2014","","None present.","DAMO","03:30:00",0
"1453","12/14/2014","","None present,","SELV","02:00:00",0
"1454","12/14/2014","","","NEKO","02:00:00",NA
"1455","12/14/2014","","","ALMI","00:30:00",NA
"1456","12/15/2014","ES","","ENTR","01:30:00",NA
"1457","12/15/2014","WS","","HALF","02:15:00",NA
"1458","12/15/2014","","","DANC","02:30:00",NA
"1459","12/16/2014","","","PING","02:30:00",NA
"1460","12/16/2014","","","SKOT","02:00:00",NA
"1461","12/16/2014","","","TETR","01:00:00",NA
"1462","12/16/2014","WS","6 WS near landing","MIKK","02:00:00",NA
"1463","12/17/2014","","","NINE","",NA
"1464","12/17/2014","","","NISE","",NA
"1465","12/17/2014","WS","6 WS","RUGG","01:30:00",NA
"1466","12/17/2014","","","RENI","00:20:00",NA
"1467","12/17/2014","ES","~250 ES","ROBE","02:30:00",NA
"1468","12/18/2014","","Sea Lions","SJNE","",NA
"1469","12/18/2014","","","SJHO","",NA
"1470","12/21/2014","WSCS","","PLEN","02:30:00",NA
"1471","12/21/2014","LS","","PCHA","03:15:00",NA
"1472","12/22/2014","WS","","JOUG","00:45:00",NA
"1473","12/22/2014","","","LOCK","01:30:00",NA
"1474","12/23/2014","","","BENE","00:15:00",NA
"1475","12/23/2014","","","BRYS","00:45:00",NA
"1476","12/23/2014","","","ALMI","00:30:00",NA
"1477","12/23/2014","WS","","CUVE","02:15:00",NA
"1478","12/23/2014","ES","Fur seal pups seen","WHIS","00:22:00",NA
"1479","12/23/2014","FS","FS pups on beach","STRO","00:50:00",NA
"1480","12/23/2014","WS","","CUVE","02:10:00",NA
"1481","12/23/2014","","","HUMP","00:10:00",NA
"1482","12/24/2014","","","DANC","02:15:00",NA
"1483","12/24/2014","","None","CUVE","01:00:00",0
"1484","12/24/2014","WS","","GEOR","03:30:00",NA
"1485","12/24/2014","","","DOBE","",NA
"1486","12/24/2014","","","JOUG","02:26:00",NA
"1487","12/25/2014","ESWS","","FORT","02:30:00",NA
"1488","12/25/2014","FS","","GODT","01:05:00",NA
"1489","12/25/2014","","","SPIG","01:53:00",NA
"1490","12/26/2014","FSES","Lots of ESFS with occasional pups in tussock grass close to beach","GOLD","01:30:00",NA
"1491","12/30/2014","","","CARC","02:08:00",NA
"1492","12/30/2014","","","WESP","02:50:00",NA
"1493","12/31/2014","WS","","HALF","01:15:00",NA
"1494","12/31/2014","CS","","ENTR","02:00:00",NA
"1495","12/31/2014","","","BROW","03:30:00",NA
"1496","01-Jan-15","","","TETR","02:00:00",NA
"1497","01-Jan-15","WS","","MIKK","02:30:00",NA
"1498","01-Jan-15","","","FARE","01:00:00",NA
"1499","01-Jan-15","","","HOPE","02:30:00",NA
"1500","02-Jan-15","WS","","GOUR","02:15:00",NA
"1501","02-Jan-15","","","CIER","03:30:00",NA
"1502","02-Jan-15","ES","Loud ES in tidal zone, belching repeatedly","GEOR","02:50:00",NA
"1503","03-Jan-15","","","DURV","03:00:00",NA
"1504","03-Jan-15","","","BROW","02:00:00",NA
"1505","03-Jan-15","","","HOPE","01:00:00",NA
"1506","03-Jan-15","WS","WS on ice floe","MOOT","00:35:00",NA
"1507","03-Jan-15","","","PETE","01:05:00",NA
"1508","03-Jan-15","WSES","WS: n=8ES: n=1","PLEN","02:20:00",NA
"1509","03-Jan-15","FSES","Fur seals were everywhere - including in the tussock and out of sight along the plain.","SALI","04:00:00",NA
"1510","04-Jan-15","FSES","","BRIT","03:00:00",NA
"1511","04-Jan-15","FSWSES","","VALE","02:00:00",NA
"1512","04-Jan-15","","","TUXE","01:00:00",NA
"1513","04-Jan-15","","","YALO","00:05:00",NA
"1514","04-Jan-15","","","GLAN","00:05:00",NA
"1515","04-Jan-15","","","LOUB","00:05:00",NA
"1516","04-Jan-15","","","HUMP","00:05:00",NA
"1517","04-Jan-15","FS","Could have been ES as well - we didn't have time to look (see panos)","FRTN","00:18:00",NA
"1518","04-Jan-15","FS","Lots of fur seals. Likely some elephant seals as well. REMINDER for MS to look back through his pictures to see if there were any.","STRO","00:45:00",NA
"1519","04-Jan-15","FSES","","GRYT","",NA
"1520","05-Jan-15","","","BENE","02:05:00",NA
"1521","05-Jan-15","","","NEKO","01:20:00",NA
"1522","05-Jan-15","FSES","","GOLD","02:40:00",NA
"1523","09-Jan-15","","","BROW","02:40:00",NA
"1524","09-Jan-15","","","MADD","02:30:00",NA
"1525","10-Jan-15","FSWS","The WS was seen by the staff.","HALF","02:18:00",NA
"1526","10-Jan-15","","","BAIL","01:00:00",NA
"1527","11-Jan-15","","","MIKK","01:55:00",NA
"1528","12-Jan-15","","","NEKO","02:50:00",NA
"1529","12-Jan-15","","","RONE","00:51:00",NA
"1530","1/13/2015","","","VERN","04:30:00",NA
"1531","1/13/2015","","","YALO","02:45:00",NA
"1532","1/13/2015","","","GALE","",NA
"1533","1/14/2015","WS","","PLEN","02:30:00",NA
"1534","1/14/2015","ES","","PETE","04:05:00",NA
"1535","1/15/2015","","","WATE","02:20:00",NA
"1536","1/15/2015","","","DANC","02:15:00",NA
"1537","1/16/2015","","","SPIG","",NA
"1538","1/16/2015","","","SELV","",NA
"1539","1/16/2015","","","SPIP","",NA
"1540","1/16/2015","","","SPTR","",NA
"1541","1/17/2015","","","SKOT","00:18:00",NA
"1542","1/17/2015","WS","","MIKK","01:38:00",NA
"1543","1/18/2015","WSFS","","ENTR","01:50:00",NA
"1544","1/18/2015","ESWS","","HALF","00:30:00",NA
"1545","1/20/2015","ESLS","ellie at landing near hut lep on ice off coast by the cross","PETE","03:40:00",NA
"1546","1/20/2015","ESWS","lots of seals hauled out on fast ice on NW side of island","PLEN","04:24:00",NA
"1547","1/21/2015","","","URUG","00:15:00",NA
"1548","1/21/2015","","","YALO","01:15:00",NA
"1549","1/21/2015","","","DAMO","02:51:00",NA
"1550","1/21/2015","","","GLAN","",NA
"1551","1/21/2015","","","LOUB","",NA
"1552","1/21/2015","","","HUMP","",NA
"1553","1/22/2015","","","BRYE","01:35:00",NA
"1554","1/22/2015","","","ALMI","00:33:00",NA
"1555","1/22/2015","FS","Fur seal was snoozing at the top of the hill.","ORNE","01:40:00",1
"1556","1/22/2015","","","CUVE","00:15:00",NA
"1557","1/23/2015","WS","","MIKK","01:15:00",NA
"1558","1/24/2015","FSWSES","","HALF","02:15:00",NA
"1559","1/24/2015","LSFS","","ENTR","00:23:00",NA
"1560","1/24/2015","FS","","WHAL","02:20:00",NA
"1561","1/24/2015","ES","Suicide Wallow: 27 ESBig Wallow: at least 69 ES","HANN","01:35:00",NA
"1562","1/25/2015","","","SPIG","01:00:00",NA
"1563","1/25/2015","FS","","SPIP","00:50:00",NA
"1564","1/25/2015","","","SPTR","01:45:00",NA
"1565","1/25/2015","","","SELV","01:20:00",NA
"1566","1/26/2015","FSWS","","GEOR","00:50:00",NA
"1567","1/26/2015","","","NEKO","01:35:00",NA
"1568","1/27/2015","","","PETE","03:30:00",NA
"1569","1/27/2015","","","PLEN","02:35:00",NA
"1570","1/28/2015","","","TXRX","00:25:00",NA
"1571","1/30/2015","WS","1 WS","PLEN","03:26:00",NA
"1572","1/30/2015","FSES","FS: 1 male that charged RosiES: 2 near landing beach","PETE","02:14:00",1
"1573","1/31/2015","ES","ES: 1","JOUG","01:21:00",NA
"1574","1/31/2015","WS","","NEKO","01:39:00",NA
"1575","01-Feb-15","","","BRYS","01:10:00",NA
"1576","01-Feb-15","FSWS","Staff reported the seals while zodiac cruising the area.","ALMI","01:23:00",NA
"1577","01-Feb-15","FS","FS: 1 young male on rocks near beach.","CUVE","03:19:00",1
"1578","02-Feb-15","","","SPTR","00:20:00",NA
"1579","02-Feb-15","CSFS","FS: 2CS: 3","SPIG","02:12:00",2
"1580","2/13/2015","FSES","No large males; sporadic occurrence of nursing females; many pups but MUCH fewer than earlier in the seasonSmall elephant seals hauled out mostly in tussock. Not in great numbers. No large males apparent.","SALI","03:00:00",NA
"1581","2/14/2015","FSES","ES: many subadults molting on beach and in tussockFS: juvenile male (probably yearlings), females, and pups on beach and in tussock. Few FS in tussock behind king colony, only around the edges. Females seemed more aggressive than earlier in the season. No adult males","GOLD","03:30:00",NA
"1582","2/21/2015","","Several crabeaters swimming back and forth in front of landing beach. 2 leopard seals spotted on ice off the landing beach. No seals on beach.","NEKO","02:30:00",NA
"1583","12/20/2015","ES","We didn't have a chance to observe the ES on the far beach very much, but there were a decent number of both males and females.","SELI","02:05:00",NA
"1584","12/22/2015","FSES","A good number of ES, spread out in small groups along the beach. There were a total of 4 male FS (no evidence of females, though we didn't have the time or ability to really sort through the seals further up the beach..","BRIT","01:13:00",4
"1585","12/23/2015","ESWS","ES molting. just one WS on beach","TURR","01:36:00",NA
"1586","12/24/2015","","","DANC","01:58:00",NA
"1587","12/26/2015","ES","several ES at Whalebone Beach","AITC","12:12:00",NA
"1588","12/26/2015","","","STOK","00:22:00",NA
"1589","12/27/2015","","","RAND","00:10:00",NA
"1590","12/27/2015","CS","One CS arrived in the surf at the very end, as the staff zodiac was being loaded.","BROW","02:47:00",NA
"1591","12/28/2015","","","HOPE","01:05:00",NA
"1592","12/30/2015","","","BENE","02:18:00",NA
"1593","12/30/2015","","","DANC","00:31:00",NA
"1594","12/31/2015","","","JOUG","01:48:00",NA
"1595","12/31/2015","CS","3 CS.","LOCK","00:23:00",NA
"1596","12/31/2015","","","NOBL","00:05:00",NA
"1597","12/31/2015","","","LAUR","00:07:00",NA
"1598","12/31/2015","","","ASTU","00:22:00",NA
"1599","01-Jan-16","","","PING","02:10:00",NA
"1600","01-Jan-16","","","TETR","01:42:00",NA
"1601","01-Jan-16","WS","WS: 4 individuals.","MIKK","00:10:00",NA
"1602","02-Jan-16","","","WHAL","00:28:00",NA
"1603","02-Jan-16","","","BAIL","01:40:00",NA
"1604","02-Jan-16","ES","Only one ES - on the spit.","RUGG","02:22:00",NA
"1605","03-Jan-16","CS","A single CS on the beach.","BROW","01:19:00",NA
"1606","05-Jan-16","FSES","Lots of ES (did not try to count them all). Also plenty of FS of different ages and genders (including pups!)FS breakdown (rough estimates - we did not have the time to search exhaustively):Mature males: at least one, maybe twoFemales: appx. fourPups: 16Unknown (young males or females): 5","BRIT","01:09:00",26
"1607","08-Jan-16","","","SAUN","01:32:00",NA
"1608","01/14/2016","CS","One CS hauled out along the shoreline.","DAMO","01:52:00",NA
"1609","01/14/2016","","","DOBE","00:13:00",NA
"1610","01/14/2016","","","ALMI","00:15:00",NA
"1611","01/14/2016","","","BRYE","00:20:00",NA
"1612","01/14/2016","CS","Two CS.","PABE","00:02:00",NA
"1613","01/15/2016","ES","5 total ES in a wallow.","PLEN","02:29:00",NA
"1614","01/16/2016","","","RONE","01:17:00",NA
"1615","01/16/2016","","","CUVE","00:04:00",NA
"1616","01/17/2016","","","SKOT","00:14:00",NA
"1617","01/17/2016","WS","9 WS scattered along the shoreline. MS got pictures of all of them.","MIKK","00:44:00",NA
"1618","01/17/2016","","","TISW","00:24:00",NA
"1619","01/17/2016","","","FARE","00:20:00",NA
"1620","01/17/2016","","","NWSP","00:05:00",NA
"1621","01/18/2016","FS","One FS (looked like young male) on the beach.","WHAL","00:13:00",1
"1622","01/18/2016","FS","A single FS (young male) on the beach.","BAIL","01:06:00",1
"1623","01/18/2016","ES","ES individuals: 1 (either female or young male)","HALF","01:37:00",NA
"1624","01/20/2016","FS","One young male FS.","CUVE","04:52:00",1
"1625","01/21/2016","ES","At least 2 ES.","PLEN","01:50:00",NA
"1626","01/21/2016","","","BRUI","00:08:00",NA
"1627","01/21/2016","","","BRYS","00:32:00",NA
"1628","01/22/2016","","","SPTR","01:18:00",NA
"1629","01/22/2016","","","SPIP","00:08:00",NA
"1630","01/23/2016","FS","One fur seal - see pictures.","WHAL","03:08:00",1
"1631","01/24/2016","","","MADD","01:40:00",NA
"1632","01/25/2016","","","BROW","00:52:00",NA
"1633","01/29/2016","","","WESP","03:23:00",NA
"1634","01/29/2016","","","SAUN","02:48:00",NA
"1635","10/25/2015","","Sea lion (saw it catch a penguin). Several more sea lions near landing beach","CARC","02:30:00",NA
"1636","10/30/2015","ESFS","Several ES harems on beach with mating and jousting bulls. A few FS, mostly juveniles.","STRO","01:30:00",3
"1637","10/31/2015","FSES","Male ES with harems and very young pups. Some FS in tussock - mostly juvenile and a few adult males","GODT","02:00:00",NA
"1638","04-Nov-15","WS","4 WS seen","ASTR","01:30:00",NA
"1639","05-Nov-15","WS","The seal was supposedly a hybrid (WS and CS) took photos for photo ID","MIKK","02:10:00",NA
"1640","05-Nov-15","CSLS","","CIER","01:30:00",NA
"1641","06-Nov-15","","","CUVE","02:00:00",NA
"1642","06-Nov-15","WS","","ALMI","-9:45:00",NA
"1643","07-Nov-15","CSWSES","CS came up onto land multiple times, acting confused. 1 ES, 1 CS, 2 WS (photos for 1)","WHAL","02:15:00",NA
"1644","07-Nov-15","LS","LS swimming at landing beach","HALF","01:30:00",NA
"1645","11/13/2015","WSLSCS","3 WS (1 on beach, 2 on ice shelf)2 LS (1 eating penguin off landing beach)1 CS on ice at landing","YANK","01:55:00",NA
"1646","11/14/2015","","","PING","01:20:00",NA
"1647","11/14/2015","WS","","MIKK","01:30:00",NA
"1648","11/15/2015","","","DOBE","01:15:00",NA
"1649","11/15/2015","CS","2 CS pretty far inland","DAMO","01:00:00",NA
"1650","11/15/2015","WS","1 WS","PLEN","01:30:00",NA
"1651","11/16/2015","","","WATE","01:45:00",NA
"1652","11/16/2015","WS","5 WS","ALMI","02:40:00",NA
"1653","11/17/2015","WS","5 WS with photos","GEOR","02:30:00",NA
"1654","11/17/2015","WS","5 WS with Photos","ORNE","00:25:00",NA
"1655","11/17/2015","","","SPTR","01:30:00",NA
"1656","11/18/2015","WS","6 WS","DANC","02:00:00",NA
"1657","11/18/2015","WS","1 WS with Photo","NEKO","02:15:00",NA
"1658","11/19/2015","WS","3 WS with Photos","HALF","02:00:00",NA
"1659","11/24/2015","","Sea Lion","CARC","01:05:00",NA
"1660","11/28/2015","FSES","","SALI","03:30:00",NA
"1661","11/28/2015","ESFS","","FRTN","04:00:00",NA
"1662","11/29/2015","ESFS","","STRO","02:00:00",NA
"1663","11/29/2015","ESFS","","GRYT","03:00:00",NA
"1664","11/30/2015","ESFS","blonde fur seal (2)","SABA","03:30:00",NA
"1665","1/30/2015","FSES","","GOLD","02:30:00",NA
"1666","04-Dec-15","","","BROW","06:45:00",NA
"1667","05-Dec-15","WSES","1 ES and 1 WS","MIKK","01:00:00",NA
"1668","05-Dec-15","","","SKOT","00:15:00",NA
"1669","05-Dec-15","","","PING","02:50:00",NA
"1670","06-Dec-15","","","DANC","02:35:00",NA
"1671","07-Dec-15","WS","5 WS ","HALF","02:30:00",NA
"1672","07-Dec-15","WS","","YANK","02:40:00",NA
"1673","12/13/2015","","","SELV","00:45:00",NA
"1674","12/13/2015","","","SPTR","00:30:00",NA
"1675","12/14/2015","","","WATE","02:20:00",NA
"1676","12/14/2015","","","ALMI","00:28:00",NA
"1677","12/15/2015","ES","2 ES on beach","CUVE","06:45:00",NA
"1678","12/16/2015","","","NEKO","01:10:00",NA
"1679","12/17/2015","ESWS","WS = 10ES = 2","HALF","01:50:00",NA
"1680","12/23/2015","","","SPIP","00:50:00",NA
"1681","12/23/2015","","","RONE","00:40:00",NA
"1682","12/24/2015","ES","big ele haning out right on the landing","WATE","",NA
"1683","12/24/2015","ESCSWS","Several weddells on ice, one crabbie, and two eles","USEF","02:45:00",NA
"1684","12/25/2015","","","ORNE","01:40:00",NA
"1685","12/25/2015","","","NEKO","01:45:00",NA
"1686","12/26/2015","WS","5 WS near landing site. Got OK pelage pictures of 2 of them.","MIKK","01:40:00",NA
"1687","12/27/2015","ES","","AITC","",NA
"1688","01-Jan-16","","","CARC","",NA
"1689","05-Jan-16","FSES","","SALI","",NA
"1690","06-Jan-16","ESFS","","STRO","",NA
"1691","07-Jan-16","FSES","","SABA","04:00:00",NA
"1692","07-Jan-16","FSES","","OCEA","00:47:00",NA
"1693","08-Jan-16","ESFS","","GOLD","04:30:00",NA
"1694","12-Jan-16","","","BROW","01:05:00",NA
"1695","12-Jan-16","","","HOPE","01:00:00",NA
"1696","01/13/2016","","","RENI","00:55:00",NA
"1697","01/13/2016","WS","","HALF","02:05:00",NA
"1698","01/13/2016","WS","","ENTR","00:40:00",NA
"1699","01/14/2016","","","SPIG","02:00:00",NA
"1700","01/15/2016","ESWSCS","1 juvie ES hauled out, 1 WS swam by but didn't haul out, 1 CS on ice","GEOR","02:15:00",NA
"1701","01/22/2016","CS","","DETA","00:31:00",NA
"1702","01/22/2016","","","ANDI","00:25:00",NA
"1703","01/22/2016","","","ANDR","01:02:00",NA
"1704","01/23/2016","CSWS","","ARMS","",NA
"1705","01/24/2016","","","TUXE","01:10:00",NA
"1706","01/24/2016","","","TXRX","00:05:00",NA
"1707","01/24/2016","CSWS","2 WS1 CS","YALO","03:00:00",NA
"1708","01/24/2016","","","URUG","00:05:00",NA
"1709","01/25/2016","ES","7 ellies molting","PETE","01:00:00",NA
"1710","01/25/2016","ESWS","3 ES 1 WS spotted by zodiac crusiers","PLEN","02:31:00",NA
"1711","01/26/2016","","","NOBL","",NA
"1712","01/26/2016","","","LAUR","",NA
"1713","01/26/2016","","","ASTU","",NA
"1714","01/26/2016","","","ALMI","00:14:00",NA
"1715","01/26/2016","","","BRYE","00:15:00",NA
"1716","01/26/2016","","","BRYS","00:30:00",NA
"1717","01/27/2016","WSCSLSES","WS CS ES were all on a small rock with ice just before the landing beach (coming from CUVE)","DANC","02:05:00",NA
"1718","01/28/2016","FSWS","22 FS + 1 WS on the  beach by the shipwreck","ENTR","01:30:00",22
"1719","1/28/2016","FSES","ES = 132FS = 1","HANN","02:00:00",1
"1720","1/27/2016","","","MOOT","",NA
"1721","2/21/2016","FS","Crab eater and leopard seals spotted on offshore ice","PLEN","02:40:00",NA
"1722","2/21/2016","FSWS","3 juvenile fur seal","MOOT","00:40:00",3
"1723","2/22/2016","","N/A","DOBE","00:20:00",NA
"1724","2/22/2016","FS","","DAMO","02:45:00",NA
"1725","2/23/2016","","","ALMI","01:30:00",NA
"1726","2/23/2016","FSWS","","DANC","02:55:00",NA
"1727","2/24/2016","","n/a","SPTR","02:00:00",NA
"1728","02/24/2016","","","SPIP","00:15:00",NA
"1729","2/24/2016","FSWS","2 fur seal on the beach below the colony; 18 fur seal on the spit to the N entrance of Selvic Cove; 1 WESE","SELV","01:15:00",20
"1730","2/26/2016","FSESWS","1 ES; 1 Wedell; several 100 fur seals","YANK","02:45:00",200
"1731","1/23/2016","ES","Quite a few E Seals","STER","",NA
"1732","2/17/2016","FSCSES","FS - 1ES - 1CS - 16","PCHA","02:06:00",1
"1733","2/19/2016","ESWS","ES - 1WS - 1 (with photos)","NEKO","01:30:00",NA
"1734","2/21/2016","FS","FS: 9 males","MIDA","03:00:00",9
"1735","2/21/2016","FSWSLS","FS: 8 males (1 at CHPE colony, 7 at GEPE colony)LS: 1WS: 1 (with photos)","STER","03:00:00",8
"1736","2/21/2016","FSWS","Medium Island (#3): FS: 28WS: 1Small Island (#2):FS: 34Large Island (#1):~100 (took photo to be counted)","TETR","01:30:00",62
"1737","2/26/2016","FS","FS: 23","SKOT","00:40:00",23
"1738","2/25/2016","FSLSES","FS: 3LS: 1 (eating penguins)ES: lots molting in wallows throughout site","HANN","02:30:00",3
"1739","2/28/2016","FS","FS: 9 Male","BROW","00:40:00",9
"1740","2/29/2016","FSWSCSLS","FS: 2 maleWS: 2 (with photos of one)LS: 2 (with photos of one)CS: 1","HOPE","",2
"1741","2/29/2016","FS","FS: 1 Male","MADD","01:30:00",1
"1742","02-Mar-16","FSES","ES: 5FS: outside CHPE cove colony - 18 maleFS: inside CHPE cove colony - 125 maleFS: lateral moraine to right of glacier to west of CHPEs - 32 maleFS: glacier to west of CHPEs (~500 reported by Steve Bailey)FS: glacier to east of CHPEs - 56 male (possibly one female)","WILD","",731
"1743","12/25/2006","","","GREI","02:40:00",NA
"1744","12/22/2016","","","CUVE","02:00:00",NA
"1745","11/22/2016","ES","","CARC","01:30:00",NA
"1746","11/26/2016","FSES","","SALI","01:30:00",NA
"1747","11/26/2016","FSES","Giant fatty E-seals, including males. A number of weaners as well.","WHIS","01:00:00",NA
"1748","11/28/2016","ESFS","","GOLD","02:30:00",NA
"1749","11/28/2016","ESLS","","ROYA","01:00:00",NA
"1750","02-Dec-16","","","PAUL","02:00:00",NA
"1751","02-Dec-16","WSFS","fur seal in amongst the adpe, weddel on the beach molting","BROW","01:45:00",1
"1752","03-Dec-16","WS","","HALF","02:00:00",NA
"1753","03-Dec-16","ES","","ENTR","01:30:00",NA
"1754","04-Dec-16","","","JOUG","00:30:00",NA
"1755","09-Dec-16","","","DELA","",NA
"1756","09-Dec-16","","","LOCK","",NA
"1757","10-Dec-16","","","PING","01:15:00",NA
"1758","10-Dec-16","","","SKOT","01:30:00",NA
"1759","10-Dec-16","WS","2 WS by the landing","MIKK","01:30:00",NA
"1760","11-Dec-16","","","GEOR","01:30:00",NA
"1761","11-Dec-16","","","HOPE","03:00:00",NA
"1762","11-Dec-16","","","JONA","01:15:00",NA
"1763","11-Dec-16","","","BROW","01:00:00",NA
"1764","12-Dec-16","","","SPTR","01:00:00",NA
"1765","12-Dec-16","WSCS","","SELV","01:30:00",NA
"1766","12-Dec-16","","","DANC","02:00:00",NA
"1767","12-Dec-16","","","DURV","02:15:00",NA
"1768","12/13/2016","","","ALMI","02:00:00",NA
"1769","12/13/2016","ES","","WATE","02:00:00",NA
"1770","12/13/2016","ESFS","Maybe ~20 ES and also a few fur seals with pups","BRIT","03:00:00",NA
"1771","12/13/2016","","","WILD","02:00:00",NA
"1772","12/13/2016","","","ROWE","00:30:00",NA
"1773","12/14/2016","LS","","PING","02:00:00",NA
"1774","12/14/2016","","","TETR","02:00:00",NA
